hierarchy_code,channel,year,week_num,expected_sales_units,oo_placed
70004,Ecom,2026,30,60,40
70004,Ecom,2026,31,60,40
70004,Ecom,2026,32,60,40
70004,Ecom,2026,33,60,40
70004,Ecom,2026,34,60,40
70004,Ecom,2026,35,60,40
70004,Ecom,2026,36,60,40
70004,Ecom,2026,37,60,40
70004,Ecom,2026,38,60,40
70004,Ecom,2026,39,60,40
70004,Ecom,2026,40,60,40
70004,Indirect,2026,30,60,40
70004,Indirect,2026,31,60,40
70004,Indirect,2026,32,60,40
70004,Indirect,2026,33,60,40
70004,Indirect,2026,34,60,40
70004,Indirect,2026,35,60,40
70004,Indirect,2026,36,60,40
70004,Indirect,2026,37,60,40
70004,Indirect,2026,38,60,40
70004,Indirect,2026,39,60,40
70004,Indirect,2026,40,60,40
70004,Store,2026,30,60,40
70004,Store,2026,31,60,40
70004,Store,2026,32,60,40
70004,Store,2026,33,60,40
70004,Store,2026,34,60,40
70004,Store,2026,35,60,40
70004,Store,2026,36,60,40
70004,Store,2026,37,60,40
70004,Store,2026,38,60,40
70004,Store,2026,39,60,40
70004,Store,2026,40,60,40
70005,Ecom,2026,30,60,40
70005,Ecom,2026,31,60,40
70005,Ecom,2026,32,60,40
70005,Ecom,2026,33,60,40
70005,Ecom,2026,34,60,40
70005,Ecom,2026,35,60,40
70005,Ecom,2026,36,60,40
70005,Ecom,2026,37,60,40
70005,Ecom,2026,38,60,40
70005,Ecom,2026,39,60,40
70005,Ecom,2026,40,60,40
70005,Indirect,2026,30,60,40
70005,Indirect,2026,31,60,40
70005,Indirect,2026,32,60,40
70005,Indirect,2026,33,60,40
70005,Indirect,2026,34,60,40
70005,Indirect,2026,35,60,40
70005,Indirect,2026,36,60,40
70005,Indirect,2026,37,60,40
70005,Indirect,2026,38,60,40
70005,Indirect,2026,39,60,40
70005,Indirect,2026,40,60,40
70005,Store,2026,30,60,40
70005,Store,2026,31,60,40
70005,Store,2026,32,60,40
70005,Store,2026,33,60,40
70005,Store,2026,34,60,40
70005,Store,2026,35,60,40
70005,Store,2026,36,60,40
70005,Store,2026,37,60,40
70005,Store,2026,38,60,40
70005,Store,2026,39,60,40
70005,Store,2026,40,60,40
70006,Ecom,2026,30,60,40
70006,Ecom,2026,31,60,40
70006,Ecom,2026,32,60,40
70006,Ecom,2026,33,60,40
70006,Ecom,2026,34,60,40
70006,Ecom,2026,35,60,40
70006,Ecom,2026,36,60,40
70006,Ecom,2026,37,60,40
70006,Ecom,2026,38,60,40
70006,Ecom,2026,39,60,40
70006,Ecom,2026,40,60,40
70006,Indirect,2026,30,60,40
70006,Indirect,2026,31,60,40
70006,Indirect,2026,32,60,40
70006,Indirect,2026,33,60,40
70006,Indirect,2026,34,60,40
70006,Indirect,2026,35,60,40
70006,Indirect,2026,36,60,40
70006,Indirect,2026,37,60,40
70006,Indirect,2026,38,60,40
70006,Indirect,2026,39,60,40
70006,Indirect,2026,40,60,40
70006,Store,2026,30,60,40
70006,Store,2026,31,60,40
70006,Store,2026,32,60,40
70006,Store,2026,33,60,40
70006,Store,2026,34,60,40
70006,Store,2026,35,60,40
70006,Store,2026,36,60,40
70006,Store,2026,37,60,40
70006,Store,2026,38,60,40
70006,Store,2026,39,60,40
70006,Store,2026,40,60,40
