hierarchy_code,channel,year,week_num,expected_sales_units,oo_placed
60001,Indirect,2026,26,123,0
60001,Indirect,2026,27,155,0
60001,Indirect,2026,28,117,0
60001,Indirect,2026,29,117,48
60001,Indirect,2026,30,110,48
60001,Indirect,2026,31,145,48
60001,Indirect,2026,32,117,48
60001,Indirect,2026,33,127,48
60001,Indirect,2026,34,116,48
60001,Indirect,2026,35,98,48
60001,Indirect,2026,36,87,24
60001,Indirect,2026,37,70,24
60001,Indirect,2026,38,72,24
60001,Indirect,2026,39,69,24
60001,Indirect,2026,40,53,0
60001,Indirect,2026,41,59,0
60001,Indirect,2026,42,44,0
60001,Indirect,2026,43,45,0
60001,Indirect,2026,44,36,0
60001,Indirect,2026,45,27,0
60001,Indirect,2026,46,23,0
60001,Indirect,2026,47,21,0
60001,Indirect,2026,48,16,0
60001,Indirect,2026,49,18,0
60001,Indirect,2026,50,11,0
60001,Indirect,2026,51,11,0
60001,Indirect,2026,52,8,0
60001,Indirect,2027,1,10,0
60001,Indirect,2027,2,13,0
60001,Indirect,2027,3,16,0
60001,Indirect,2027,4,20,0
60001,Indirect,2027,5,22,0
60001,Indirect,2027,6,29,0
60001,Indirect,2027,7,31,0
60001,Indirect,2027,8,42,0
60001,Indirect,2027,9,35,0
60001,Indirect,2027,10,47,0
60001,Indirect,2027,11,54,0
60001,Indirect,2027,12,67,0
60001,Indirect,2027,13,71,0
60001,Indirect,2027,14,65,0
60001,Indirect,2027,15,76,0
60001,Indirect,2027,16,87,0
60001,Indirect,2027,17,93,0
60001,Indirect,2027,18,125,0
60001,Indirect,2027,19,104,0
60001,Indirect,2027,20,120,0
60001,Indirect,2027,21,145,0
60001,Indirect,2027,22,149,24
60001,Indirect,2027,23,155,24
60001,Indirect,2027,24,131,24
60001,Indirect,2027,25,144,24
60001,Indirect,2027,26,123,24
60001,Indirect,2027,27,155,24
60001,Indirect,2027,28,117,24
60001,Indirect,2027,29,117,24
60001,Indirect,2027,30,110,24
60001,Indirect,2027,31,145,24
60001,Indirect,2027,32,117,24
60001,Indirect,2027,33,127,24
60001,Indirect,2027,34,116,24
60001,Indirect,2027,35,98,24
60001,Indirect,2027,36,87,24
60001,Indirect,2027,37,70,24
60001,Indirect,2027,38,72,24
60001,Indirect,2027,39,69,0
60001,Indirect,2027,40,53,0
60001,Indirect,2027,41,59,0
60001,Indirect,2027,42,44,0
60001,Indirect,2027,43,45,0
60001,Indirect,2027,44,36,0
60001,Indirect,2027,45,27,0
60001,Indirect,2027,46,23,0
60001,Indirect,2027,47,21,0
60001,Indirect,2027,48,16,0
60001,Indirect,2027,49,18,0
60001,Indirect,2027,50,11,0
60001,Indirect,2027,51,11,0
60001,Indirect,2027,52,8,0
60001,Indirect,2028,1,10,0
60001,Indirect,2028,2,13,0
60001,Indirect,2028,3,16,0
60001,Indirect,2028,4,20,0
60001,Indirect,2028,5,22,0
60001,Indirect,2028,6,29,0
60001,Indirect,2028,7,31,0
60001,Indirect,2028,8,42,0
60001,Indirect,2028,9,35,0
60001,Indirect,2028,10,47,0
60001,Indirect,2028,11,54,0
60001,Indirect,2028,12,67,0
60001,Indirect,2028,13,71,0
60001,Indirect,2028,14,65,0
60001,Indirect,2028,15,76,0
60001,Indirect,2028,16,87,0
60001,Indirect,2028,17,93,0
60001,Indirect,2028,18,125,0
60001,Indirect,2028,19,104,0
60001,Indirect,2028,20,120,0
60001,Indirect,2028,21,145,0
60001,Indirect,2028,22,149,24
60001,Indirect,2028,23,155,24
60001,Indirect,2028,24,131,24
60001,Indirect,2028,25,144,24
60001,Indirect,2028,26,123,24
60001,Indirect,2028,27,155,24
60001,Indirect,2028,28,117,24
60001,Indirect,2028,29,117,24
60001,Indirect,2028,30,110,24
60001,Indirect,2028,31,145,24
60001,Indirect,2028,32,117,24
60001,Indirect,2028,33,127,24
60001,Indirect,2028,34,116,24
60001,Indirect,2028,35,98,24
60001,Indirect,2028,36,87,24
60001,Indirect,2028,37,70,24
60001,Indirect,2028,38,72,24
60001,Indirect,2028,39,69,0
60001,Indirect,2028,40,53,0
60001,Indirect,2028,41,59,0
60001,Indirect,2028,42,44,0
60001,Indirect,2028,43,45,0
60001,Indirect,2028,44,36,0
60001,Indirect,2028,45,27,0
60001,Indirect,2028,46,23,0
60001,Indirect,2028,47,21,0
60001,Indirect,2028,48,16,0
60001,Indirect,2028,49,18,0
60001,Indirect,2028,50,11,0
60001,Indirect,2028,51,11,0
60001,Indirect,2028,52,8,0
60001,Store,2026,25,65,0
60001,Store,2026,26,70,0
60001,Store,2026,27,68,0
60001,Store,2026,28,72,0
60001,Store,2026,29,61,24
60001,Store,2026,30,62,24
60001,Store,2026,31,73,24
60001,Store,2026,32,53,24
60001,Store,2026,33,65,24
60001,Store,2026,34,45,24
60001,Store,2026,35,50,0
60001,Store,2026,36,44,24
60001,Store,2026,37,35,0
60001,Store,2026,38,39,0
60001,Store,2026,39,37,0
60001,Store,2026,40,33,0
60001,Store,2026,41,24,0
60001,Store,2026,42,24,0
60001,Store,2026,43,17,0
60001,Store,2026,44,21,0
60001,Store,2026,45,13,0
60001,Store,2026,46,14,0
60001,Store,2026,47,12,0
60001,Store,2026,48,11,0
60001,Store,2026,49,8,0
60001,Store,2026,50,7,0
60001,Store,2026,51,5,0
60001,Store,2026,52,5,0
60001,Store,2027,1,5,0
60001,Store,2027,2,6,0
60001,Store,2027,3,7,0
60001,Store,2027,4,10,0
60001,Store,2027,5,10,0
60001,Store,2027,6,15,0
60001,Store,2027,7,13,0
60001,Store,2027,8,21,0
60001,Store,2027,9,17,0
60001,Store,2027,10,27,0
60001,Store,2027,11,31,0
60001,Store,2027,12,29,0
60001,Store,2027,13,36,0
60001,Store,2027,14,38,0
60001,Store,2027,15,47,0
60001,Store,2027,16,46,0
60001,Store,2027,17,50,0
60001,Store,2027,18,50,0
60001,Store,2027,19,66,0
60001,Store,2027,20,59,0
60001,Store,2027,21,65,0
60001,Store,2027,22,54,0
60001,Store,2027,23,65,0
60001,Store,2027,24,61,0
60001,Store,2027,25,65,0
60001,Store,2027,26,70,0
60001,Store,2027,27,68,0
60001,Store,2027,28,72,0
60001,Store,2027,29,61,24
60001,Store,2027,30,62,24
60001,Store,2027,31,73,24
60001,Store,2027,32,53,24
60001,Store,2027,33,65,24
60001,Store,2027,34,45,24
60001,Store,2027,35,50,24
60001,Store,2027,36,44,0
60001,Store,2027,37,35,24
60001,Store,2027,38,39,0
60001,Store,2027,39,37,0
60001,Store,2027,40,33,0
60001,Store,2027,41,24,0
60001,Store,2027,42,24,0
60001,Store,2027,43,17,0
60001,Store,2027,44,21,0
60001,Store,2027,45,13,0
60001,Store,2027,46,14,0
60001,Store,2027,47,12,0
60001,Store,2027,48,11,0
60001,Store,2027,49,8,0
60001,Store,2027,50,7,0
60001,Store,2027,51,5,0
60001,Store,2027,52,5,0
60001,Store,2028,1,5,0
60001,Store,2028,2,6,0
60001,Store,2028,3,7,0
60001,Store,2028,4,10,0
60001,Store,2028,5,10,0
60001,Store,2028,6,15,0
60001,Store,2028,7,13,0
60001,Store,2028,8,21,0
60001,Store,2028,9,17,0
60001,Store,2028,10,27,0
60001,Store,2028,11,31,0
60001,Store,2028,12,29,0
60001,Store,2028,13,36,0
60001,Store,2028,14,38,0
60001,Store,2028,15,47,0
60001,Store,2028,16,46,0
60001,Store,2028,17,50,0
60001,Store,2028,18,50,0
60001,Store,2028,19,66,0
60001,Store,2028,20,59,0
60001,Store,2028,21,65,0
60001,Store,2028,22,54,0
60001,Store,2028,23,65,0
60001,Store,2028,24,61,0
60001,Store,2028,25,65,0
60001,Store,2028,26,70,0
60001,Store,2028,27,68,0
60001,Store,2028,28,72,0
60001,Store,2028,29,61,24
60001,Store,2028,30,62,24
60001,Store,2028,31,73,24
60001,Store,2028,32,53,24
60001,Store,2028,33,65,24
60001,Store,2028,34,45,24
60001,Store,2028,35,50,24
60001,Store,2028,36,44,0
60001,Store,2028,37,35,24
60001,Store,2028,38,39,0
60001,Store,2028,39,37,0
60001,Store,2028,40,33,0
60001,Store,2028,41,24,0
60001,Store,2028,42,24,0
60001,Store,2028,43,17,0
60001,Store,2028,44,21,0
60001,Store,2028,45,13,0
60001,Store,2028,46,14,0
60001,Store,2028,47,12,0
60001,Store,2028,48,11,0
60001,Store,2028,49,8,0
60001,Store,2028,50,7,0
60001,Store,2028,51,5,0
60001,Store,2028,52,5,0
60002,Ecom,2026,25,51,12
60002,Ecom,2026,26,46,54
60002,Ecom,2026,27,51,54
60002,Ecom,2026,28,66,54
60002,Ecom,2026,29,74,54
60002,Ecom,2026,30,69,54
60002,Ecom,2026,31,72,54
60002,Ecom,2026,32,80,54
60002,Ecom,2026,33,89,54
60002,Ecom,2026,34,97,54
60002,Ecom,2026,35,80,48
60002,Ecom,2026,36,97,0
60002,Ecom,2026,37,102,0
60002,Ecom,2026,38,95,0
60002,Ecom,2026,39,75,0
60002,Ecom,2026,40,95,0
60002,Ecom,2026,41,76,0
60002,Ecom,2026,42,70,0
60002,Ecom,2026,43,84,0
60002,Ecom,2026,44,65,0
60002,Ecom,2026,45,83,0
60002,Ecom,2026,46,63,0
60002,Ecom,2026,47,74,0
60002,Ecom,2026,48,58,0
60002,Ecom,2026,49,49,0
60002,Ecom,2026,50,45,0
60002,Ecom,2026,51,47,0
60002,Ecom,2026,52,41,0
60002,Ecom,2027,1,1,12
60002,Ecom,2027,2,1,18
60002,Ecom,2027,3,1,18
60002,Ecom,2027,4,1,18
60002,Ecom,2027,5,1,18
60002,Ecom,2027,6,1,18
60002,Ecom,2027,7,2,18
60002,Ecom,2027,8,2,18
60002,Ecom,2027,9,3,18
60002,Ecom,2027,10,3,18
60002,Ecom,2027,11,4,18
60002,Ecom,2027,12,6,18
60002,Ecom,2027,13,6,18
60002,Ecom,2027,14,8,18
60002,Ecom,2027,15,10,18
60002,Ecom,2027,16,12,18
60002,Ecom,2027,17,16,18
60002,Ecom,2027,18,15,18
60002,Ecom,2027,19,20,18
60002,Ecom,2027,20,26,18
60002,Ecom,2027,21,30,18
60002,Ecom,2027,22,35,18
60002,Ecom,2027,23,38,18
60002,Ecom,2027,24,47,18
60002,Ecom,2027,25,51,18
60002,Ecom,2027,26,46,18
60002,Ecom,2027,27,51,18
60002,Ecom,2027,28,66,18
60002,Ecom,2027,29,74,18
60002,Ecom,2027,30,69,18
60002,Ecom,2027,31,72,18
60002,Ecom,2027,32,80,18
60002,Ecom,2027,33,89,18
60002,Ecom,2027,34,97,18
60002,Ecom,2027,35,80,18
60002,Ecom,2027,36,97,0
60002,Ecom,2027,37,102,0
60002,Ecom,2027,38,95,0
60002,Ecom,2027,39,75,0
60002,Ecom,2027,40,95,0
60002,Ecom,2027,41,76,0
60002,Ecom,2027,42,70,0
60002,Ecom,2027,43,84,0
60002,Ecom,2027,44,65,0
60002,Ecom,2027,45,83,0
60002,Ecom,2027,46,63,0
60002,Ecom,2027,47,74,0
60002,Ecom,2027,48,58,0
60002,Ecom,2027,49,49,0
60002,Ecom,2027,50,45,0
60002,Ecom,2027,51,47,0
60002,Ecom,2027,52,41,0
60002,Ecom,2028,1,1,12
60002,Ecom,2028,2,1,18
60002,Ecom,2028,3,1,18
60002,Ecom,2028,4,1,18
60002,Ecom,2028,5,1,18
60002,Ecom,2028,6,1,18
60002,Ecom,2028,7,2,18
60002,Ecom,2028,8,2,18
60002,Ecom,2028,9,3,18
60002,Ecom,2028,10,3,18
60002,Ecom,2028,11,4,18
60002,Ecom,2028,12,6,18
60002,Ecom,2028,13,6,18
60002,Ecom,2028,14,8,18
60002,Ecom,2028,15,10,18
60002,Ecom,2028,16,12,18
60002,Ecom,2028,17,16,18
60002,Ecom,2028,18,15,18
60002,Ecom,2028,19,20,18
60002,Ecom,2028,20,26,18
60002,Ecom,2028,21,30,18
60002,Ecom,2028,22,35,18
60002,Ecom,2028,23,38,18
60002,Ecom,2028,24,47,18
60002,Ecom,2028,25,51,18
60002,Ecom,2028,26,46,18
60002,Ecom,2028,27,51,18
60002,Ecom,2028,28,66,18
60002,Ecom,2028,29,74,18
60002,Ecom,2028,30,69,18
60002,Ecom,2028,31,72,18
60002,Ecom,2028,32,80,18
60002,Ecom,2028,33,89,18
60002,Ecom,2028,34,97,18
60002,Ecom,2028,35,80,18
60002,Ecom,2028,36,97,0
60002,Ecom,2028,37,102,0
60002,Ecom,2028,38,95,0
60002,Ecom,2028,39,75,0
60002,Ecom,2028,40,95,0
60002,Ecom,2028,41,76,0
60002,Ecom,2028,42,70,0
60002,Ecom,2028,43,84,0
60002,Ecom,2028,44,65,0
60002,Ecom,2028,45,83,0
60002,Ecom,2028,46,63,0
60002,Ecom,2028,47,74,0
60002,Ecom,2028,48,58,0
60002,Ecom,2028,49,49,0
60002,Ecom,2028,50,45,0
60002,Ecom,2028,51,47,0
60002,Ecom,2028,52,41,0
60002,Indirect,2026,25,29,12
60002,Indirect,2026,26,26,30
60002,Indirect,2026,27,31,30
60002,Indirect,2026,28,33,30
60002,Indirect,2026,29,42,30
60002,Indirect,2026,30,33,30
60002,Indirect,2026,31,40,30
60002,Indirect,2026,32,47,30
60002,Indirect,2026,33,48,30
60002,Indirect,2026,34,48,30
60002,Indirect,2026,35,50,24
60002,Indirect,2026,36,54,0
60002,Indirect,2026,37,42,0
60002,Indirect,2026,38,45,0
60002,Indirect,2026,39,50,0
60002,Indirect,2026,40,47,0
60002,Indirect,2026,41,49,0
60002,Indirect,2026,42,39,0
60002,Indirect,2026,43,37,0
60002,Indirect,2026,44,49,0
60002,Indirect,2026,45,38,0
60002,Indirect,2026,46,43,0
60002,Indirect,2026,47,39,0
60002,Indirect,2026,48,34,0
60002,Indirect,2026,49,26,0
60002,Indirect,2026,50,30,0
60002,Indirect,2026,51,22,0
60002,Indirect,2026,52,21,0
60002,Indirect,2027,1,1,0
60002,Indirect,2027,2,1,0
60002,Indirect,2027,3,1,0
60002,Indirect,2027,4,1,0
60002,Indirect,2027,5,1,0
60002,Indirect,2027,6,1,0
60002,Indirect,2027,7,1,6
60002,Indirect,2027,8,1,12
60002,Indirect,2027,9,1,12
60002,Indirect,2027,10,2,12
60002,Indirect,2027,11,2,12
60002,Indirect,2027,12,3,12
60002,Indirect,2027,13,3,12
60002,Indirect,2027,14,5,12
60002,Indirect,2027,15,6,12
60002,Indirect,2027,16,6,12
60002,Indirect,2027,17,7,12
60002,Indirect,2027,18,11,12
60002,Indirect,2027,19,13,12
60002,Indirect,2027,20,14,12
60002,Indirect,2027,21,13,12
60002,Indirect,2027,22,18,12
60002,Indirect,2027,23,22,12
60002,Indirect,2027,24,20,12
60002,Indirect,2027,25,29,12
60002,Indirect,2027,26,26,12
60002,Indirect,2027,27,31,12
60002,Indirect,2027,28,33,12
60002,Indirect,2027,29,42,12
60002,Indirect,2027,30,33,12
60002,Indirect,2027,31,40,12
60002,Indirect,2027,32,47,12
60002,Indirect,2027,33,48,12
60002,Indirect,2027,34,48,12
60002,Indirect,2027,35,50,12
60002,Indirect,2027,36,54,0
60002,Indirect,2027,37,42,0
60002,Indirect,2027,38,45,0
60002,Indirect,2027,39,50,0
60002,Indirect,2027,40,47,0
60002,Indirect,2027,41,49,0
60002,Indirect,2027,42,39,0
60002,Indirect,2027,43,37,0
60002,Indirect,2027,44,49,0
60002,Indirect,2027,45,38,0
60002,Indirect,2027,46,43,0
60002,Indirect,2027,47,39,0
60002,Indirect,2027,48,34,0
60002,Indirect,2027,49,26,0
60002,Indirect,2027,50,30,0
60002,Indirect,2027,51,22,0
60002,Indirect,2027,52,21,0
60002,Indirect,2028,1,1,0
60002,Indirect,2028,2,1,0
60002,Indirect,2028,3,1,0
60002,Indirect,2028,4,1,0
60002,Indirect,2028,5,1,0
60002,Indirect,2028,6,1,0
60002,Indirect,2028,7,1,6
60002,Indirect,2028,8,1,12
60002,Indirect,2028,9,1,12
60002,Indirect,2028,10,2,12
60002,Indirect,2028,11,2,12
60002,Indirect,2028,12,3,12
60002,Indirect,2028,13,3,12
60002,Indirect,2028,14,5,12
60002,Indirect,2028,15,6,12
60002,Indirect,2028,16,6,12
60002,Indirect,2028,17,7,12
60002,Indirect,2028,18,11,12
60002,Indirect,2028,19,13,12
60002,Indirect,2028,20,14,12
60002,Indirect,2028,21,13,12
60002,Indirect,2028,22,18,12
60002,Indirect,2028,23,22,12
60002,Indirect,2028,24,20,12
60002,Indirect,2028,25,29,12
60002,Indirect,2028,26,26,12
60002,Indirect,2028,27,31,12
60002,Indirect,2028,28,33,12
60002,Indirect,2028,29,42,12
60002,Indirect,2028,30,33,12
60002,Indirect,2028,31,40,12
60002,Indirect,2028,32,47,12
60002,Indirect,2028,33,48,12
60002,Indirect,2028,34,48,12
60002,Indirect,2028,35,50,12
60002,Indirect,2028,36,54,0
60002,Indirect,2028,37,42,0
60002,Indirect,2028,38,45,0
60002,Indirect,2028,39,50,0
60002,Indirect,2028,40,47,0
60002,Indirect,2028,41,49,0
60002,Indirect,2028,42,39,0
60002,Indirect,2028,43,37,0
60002,Indirect,2028,44,49,0
60002,Indirect,2028,45,38,0
60002,Indirect,2028,46,43,0
60002,Indirect,2028,47,39,0
60002,Indirect,2028,48,34,0
60002,Indirect,2028,49,26,0
60002,Indirect,2028,50,30,0
60002,Indirect,2028,51,22,0
60002,Indirect,2028,52,21,0
60002,Store,2026,25,11,0
60002,Store,2026,26,12,0
60002,Store,2026,27,14,12
60002,Store,2026,28,15,18
60002,Store,2026,29,19,18
60002,Store,2026,30,17,18
60002,Store,2026,31,23,18
60002,Store,2026,32,18,18
60002,Store,2026,33,19,18
60002,Store,2026,34,23,12
60002,Store,2026,35,23,18
60002,Store,2026,36,25,0
60002,Store,2026,37,27,0
60002,Store,2026,38,23,0
60002,Store,2026,39,25,0
60002,Store,2026,40,28,0
60002,Store,2026,41,28,0
60002,Store,2026,42,20,0
60002,Store,2026,43,19,0
60002,Store,2026,44,21,0
60002,Store,2026,45,20,0
60002,Store,2026,46,17,0
60002,Store,2026,47,20,0
60002,Store,2026,48,16,0
60002,Store,2026,49,16,0
60002,Store,2026,50,12,0
60002,Store,2026,51,14,0
60002,Store,2026,52,12,0
60002,Store,2027,1,1,0
60002,Store,2027,2,1,0
60002,Store,2027,3,1,0
60002,Store,2027,4,1,0
60002,Store,2027,5,1,0
60002,Store,2027,6,1,0
60002,Store,2027,7,1,6
60002,Store,2027,8,1,6
60002,Store,2027,9,1,6
60002,Store,2027,10,1,6
60002,Store,2027,11,1,6
60002,Store,2027,12,1,6
60002,Store,2027,13,2,6
60002,Store,2027,14,2,6
60002,Store,2027,15,3,6
60002,Store,2027,16,3,6
60002,Store,2027,17,5,6
60002,Store,2027,18,5,6
60002,Store,2027,19,5,6
60002,Store,2027,20,7,6
60002,Store,2027,21,6,6
60002,Store,2027,22,9,6
60002,Store,2027,23,8,6
60002,Store,2027,24,10,6
60002,Store,2027,25,11,6
60002,Store,2027,26,12,6
60002,Store,2027,27,14,6
60002,Store,2027,28,15,6
60002,Store,2027,29,19,6
60002,Store,2027,30,17,6
60002,Store,2027,31,23,6
60002,Store,2027,32,18,6
60002,Store,2027,33,19,6
60002,Store,2027,34,23,6
60002,Store,2027,35,23,6
60002,Store,2027,36,25,0
60002,Store,2027,37,27,0
60002,Store,2027,38,23,0
60002,Store,2027,39,25,0
60002,Store,2027,40,28,0
60002,Store,2027,41,28,0
60002,Store,2027,42,20,0
60002,Store,2027,43,19,0
60002,Store,2027,44,21,0
60002,Store,2027,45,20,0
60002,Store,2027,46,17,0
60002,Store,2027,47,20,0
60002,Store,2027,48,16,0
60002,Store,2027,49,16,0
60002,Store,2027,50,12,0
60002,Store,2027,51,14,0
60002,Store,2027,52,12,0
60002,Store,2028,1,1,0
60002,Store,2028,2,1,0
60002,Store,2028,3,1,0
60002,Store,2028,4,1,0
60002,Store,2028,5,1,0
60002,Store,2028,6,1,0
60002,Store,2028,7,1,6
60002,Store,2028,8,1,6
60002,Store,2028,9,1,6
60002,Store,2028,10,1,6
60002,Store,2028,11,1,6
60002,Store,2028,12,1,6
60002,Store,2028,13,2,6
60002,Store,2028,14,2,6
60002,Store,2028,15,3,6
60002,Store,2028,16,3,6
60002,Store,2028,17,5,6
60002,Store,2028,18,5,6
60002,Store,2028,19,5,6
60002,Store,2028,20,7,6
60002,Store,2028,21,6,6
60002,Store,2028,22,9,6
60002,Store,2028,23,8,6
60002,Store,2028,24,10,6
60002,Store,2028,25,11,6
60002,Store,2028,26,12,6
60002,Store,2028,27,14,6
60002,Store,2028,28,15,6
60002,Store,2028,29,19,6
60002,Store,2028,30,17,6
60002,Store,2028,31,23,6
60002,Store,2028,32,18,6
60002,Store,2028,33,19,6
60002,Store,2028,34,23,6
60002,Store,2028,35,23,6
60002,Store,2028,36,25,0
60002,Store,2028,37,27,0
60002,Store,2028,38,23,0
60002,Store,2028,39,25,0
60002,Store,2028,40,28,0
60002,Store,2028,41,28,0
60002,Store,2028,42,20,0
60002,Store,2028,43,19,0
60002,Store,2028,44,21,0
60002,Store,2028,45,20,0
60002,Store,2028,46,17,0
60002,Store,2028,47,20,0
60002,Store,2028,48,16,0
60002,Store,2028,49,16,0
60002,Store,2028,50,12,0
60002,Store,2028,51,14,0
60002,Store,2028,52,12,0
60003,Ecom,2026,25,86,36
60003,Ecom,2026,26,97,72
60003,Ecom,2026,27,118,72
60003,Ecom,2026,28,126,72
60003,Ecom,2026,29,131,72
60003,Ecom,2026,30,106,72
60003,Ecom,2026,31,130,72
60003,Ecom,2026,32,106,72
60003,Ecom,2026,33,140,72
60003,Ecom,2026,34,127,60
60003,Ecom,2026,35,136,72
60003,Ecom,2026,36,151,60
60003,Ecom,2026,37,147,48
60003,Ecom,2026,38,107,0
60003,Ecom,2026,39,127,0
60003,Ecom,2026,40,122,0
60003,Ecom,2026,41,113,0
60003,Ecom,2026,42,95,0
60003,Ecom,2026,43,88,0
60003,Ecom,2026,44,81,0
60003,Ecom,2026,45,93,0
60003,Ecom,2026,46,66,0
60003,Ecom,2026,47,73,0
60003,Ecom,2026,48,54,0
60003,Ecom,2026,49,50,0
60003,Ecom,2026,50,52,0
60003,Ecom,2026,51,38,0
60003,Ecom,2026,52,28,0
60003,Ecom,2027,1,2,0
60003,Ecom,2027,2,2,0
60003,Ecom,2027,3,2,0
60003,Ecom,2027,4,3,0
60003,Ecom,2027,5,4,0
60003,Ecom,2027,6,4,0
60003,Ecom,2027,7,6,0
60003,Ecom,2027,8,7,0
60003,Ecom,2027,9,9,0
60003,Ecom,2027,10,13,0
60003,Ecom,2027,11,16,0
60003,Ecom,2027,12,18,0
60003,Ecom,2027,13,21,12
60003,Ecom,2027,14,27,36
60003,Ecom,2027,15,26,36
60003,Ecom,2027,16,37,36
60003,Ecom,2027,17,33,36
60003,Ecom,2027,18,46,36
60003,Ecom,2027,19,59,36
60003,Ecom,2027,20,68,36
60003,Ecom,2027,21,69,36
60003,Ecom,2027,22,60,36
60003,Ecom,2027,23,83,36
60003,Ecom,2027,24,74,36
60003,Ecom,2027,25,86,36
60003,Ecom,2027,26,97,36
60003,Ecom,2027,27,118,36
60003,Ecom,2027,28,126,36
60003,Ecom,2027,29,131,36
60003,Ecom,2027,30,106,36
